State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Native Source,Village Code,Pincode,Category,Status
Andhra Pradesh,Y.S.R. Kadapa,504,Atlur,5227,Muthukur,ముత్తుకూరు,authoritative,593359,516501,,
Andhra Pradesh,Sri Sathya Sai,754,Gudibanda,5352,Muthukur,ముత్తుకూరు,authoritative,595388,515271,,
Andhra Pradesh,Chittoor,503,Peddapanjani,5416,Muthukur,ముత్తుకూరు,authoritative,596568,517408,,
Andhra Pradesh,Chittoor,503,Thavanampalle,5418,Muthukur,ముత్తుకూరు,authoritative,596607,517129,,
Andhra Pradesh,Chittoor,503,Gudipala,5431,Muthukurpalle,ముత్తుకూర్పల్లె,transliterated,597074,517132,,
Andhra Pradesh,Y.S.R. Kadapa,504,Vempalli,5233,Muthukuru,ముత్తుకూరు,authoritative,593451,516350,,
Andhra Pradesh,Chittoor,503,Chittoor Rural,5421,Muthukuru,ముత్తుకూరు,authoritative,596696,517127,,
Andhra Pradesh,Nandyal,755,Chagalamarri,5303,Muthyalapadu,ముత్యాలపాడు,authoritative,594626,518553,,
Andhra Pradesh,Tirupati,752,Tirupati (Rural),5375,Muthyalareddipalli,ముత్యాలరెడ్డిపల్లి,transliterated,910049,517502,,
Andhra Pradesh,Guntur,506,Vatticherukuru,5080,Mutluru,ముట్లూరు,authoritative,590322,522212,,
Andhra Pradesh,Vizianagaram,521,Bobbili,4816,Muttavalasa,ముత్తావలస,authoritative,582328,535559,,
Andhra Pradesh,Markapuram,790,Pullalacheruvu,5098,Mutukula,ముతుకుల,authoritative,590560,523328,,
Andhra Pradesh,Palnadu,751,Durgi,5042,Mutukuru,ముట్టుకూరు,authoritative,589820,522612,,
Andhra Pradesh,Palnadu,751,Macherla,5040,Mutyalampadu,ముత్యాలంపాడు,transliterated,589808,522612,,
Andhra Pradesh,Palnadu,751,Dachepalli,5045,Mutyalampadu,ముత్యాలంపాడు,transliterated,589855,522414,,
Andhra Pradesh,Ntr,749,Vijayawada North,6864,Mutyalampadu,ముత్యలంపదు,transliterated,930362,520011,,
Andhra Pradesh,Prakasam,517,Lingasamudram,5150,Mutyalapadu,ముత్యాలపాడు,authoritative,591573,523115,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Chillakur,5190,Mutyalapadu (Rural),ముత్యాలపాడు (రూరల్),transliterated,592494,524412,,
Andhra Pradesh,West Godavari,523,Mogalthur,4986,Mutyalapalle,ముత్యాలపల్లె,transliterated,588754,534281,,
Andhra Pradesh,Parvathipuram Manyam,743,Seethampeta,4770,Mutyalu,ముత్యలు,transliterated,580053,532443,,
Andhra Pradesh,Srikakulam,519,Meliaputti,4774,Mutyanibonthu,ముత్యనిబొంతు,transliterated,580233,532215,,
Andhra Pradesh,Polavaram,791,Y. Ramavaram,4886,Muvvalavada,మువ్వలవాడ,authoritative,586740,533483,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Muvvamvalasa,మువ్వంవలస,transliterated,584217,531151,,
Andhra Pradesh,Kurnool,511,Pedda Kadubur,5253,Myakadona,మేకదోన,authoritative,593819,518323,,
Andhra Pradesh,Kurnool,511,Kowthalam,5252,Myaliganur,మ్యలిగనుర్,transliterated,593780,518344,,
Andhra Pradesh,Anakapalli,744,Chodavaram,4872,Mycherlapalem,మైచర్లపాలెం,transliterated,586205,531036,,
Andhra Pradesh,Vizianagaram,521,Vepada,4832,Mycherlasingavaram,మైచర్లసింగవరం,transliterated,583021,535281,,
Andhra Pradesh,Palnadu,751,Edlapadu,5071,Mydavolu,మైదవోలు,authoritative,590200,522233,,
Andhra Pradesh,Sri Sathya Sai,754,Lepakshi,5365,Mydugolam,మైదుగొలం,authoritative,595577,515331,,
Andhra Pradesh,Tirupati,752,Chitvel,5245,Mylapalle,మైలపల్లె,authoritative,593631,516104,,
Andhra Pradesh,Sri Sathya Sai,754,Kothacheruvu,5346,Mylasamudram,మైలసముద్రం,authoritative,595288,515144,,
Andhra Pradesh,Ntr,749,Mylavaram,4995,Mylavaram,మైలవరం,authoritative,588931,521230,,
Andhra Pradesh,Prakasam,517,Chimakurthy,5128,Mylavaram,మైలవరం,authoritative,591084,523226,,
Andhra Pradesh,Y.S.R. Kadapa,504,Mylavaram,5200,Mylavaram,మైలవరం,authoritative,592854,516439,,
Andhra Pradesh,Eluru,748,Pedavegi,4964,Mylavarapuvarigudem,మ్య్లవరపువరిగూడెం,transliterated,588379,534475,,
Andhra Pradesh,Prakasam,517,Santhanuthala Padu,5138,Mynampadu,మైనంపాడు,authoritative,591315,523225,,
Andhra Pradesh,West Godavari,523,Palacoderu,4977,Mypa,మైపా,transliterated,588624,534186,,
Andhra Pradesh,Eluru,748,Jangareddigudem,4953,Mysanagudem,మైసానగూడెం,transliterated,588172,534455,,
Andhra Pradesh,Eluru,748,Kamavarapukota,4954,Mysanagudem,మ్య్సనగూడెం,transliterated,588190,534455,,
Andhra Pradesh,Prakasam,517,Zarugumalli,5142,N V V Khandrika,న్ వ్ వ్ ఖండ్రిక,transliterated,591379,523101,,
Andhra Pradesh,Kakinada,746,Tuni,4890,N. Suravaram,న్. సురవరమ్,transliterated,586959,533401,,
Andhra Pradesh,Ananthapuramu,502,Kanekal,5306,N.Hanumapuram,ఎన్.హనుమాపురం,authoritative,594685,515822,,
Andhra Pradesh,Kurnool,511,Orvakal,5268,N.Konthalapadu,ఎన్.కొంతలపాడు,authoritative,594027,518010,,
Andhra Pradesh,Y.S.R. Kadapa,504,Peddamudiam,5201,N.Kottalapalle,న్.కొత్తలపల్లె,transliterated,592881,516411,,
Andhra Pradesh,Prakasam,517,Zarugumalli,5142,N.M.V. Khandrika,న్.మ్.వ్. ఖండ్రిక,transliterated,591391,523271,,
Andhra Pradesh,Y.S.R. Kadapa,504,S.Mydukur,5204,N.Mydukur,న్.మైదుకూర్,transliterated,592932,516172,,
Andhra Pradesh,Anakapalli,744,Nakkapalli,4880,N.Narasapuram,న్.నరసాపురం,transliterated,586449,531081,,
Andhra Pradesh,Ntr,749,Ibrahimpatnam,5009,N.Pothavaram,న్.పోతవరం,transliterated,589191,521456,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Gudur,5184,N.Sangameswaraswamy Khandrika,న్.సంగమేశ్వరస్వామి ఖండ్రిక,transliterated,592220,524409,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Atmakur,5164,Nabbinagaram,నబ్బినగరం,transliterated,591813,524304,,
Andhra Pradesh,Tirupati,752,Yerpedu,5377,Nachaneri,నాచనేరి,authoritative,595782,517619,,
Andhra Pradesh,Srikakulam,519,Narasannapeta,4799,Nadagam,నడగాం,authoritative,581418,532425,,
Andhra Pradesh,Kakinada,746,Karapa,4922,Nadakuduru,నడకుదురు,authoritative,587596,533016,,
Andhra Pradesh,Krishna,510,Challapalli,5035,Nadakuduru,నడకుదురు,authoritative,589745,521126,,
Andhra Pradesh,Tirupati,752,Ramachandrapuram,5398,Nadavaluru,నడవలూరు,authoritative,596236,517561,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Katrenikona,4943,Nadavapalle,నడవపల్లె,transliterated,587912,533212,,
Andhra Pradesh,Chittoor,503,Venkatagirikota,5424,Nadeetheeram Dasarlapalle,నదీతీరం దాసర్లపల్లె,transliterated,596793,517424,,
Andhra Pradesh,Palnadu,751,Nadendla,5069,Nadendla,నాదెండ్ల,authoritative,590182,522234,,
Andhra Pradesh,Tirupati,752,Sullurpeta,5197,Nadenlavari Khandrika,నాదెన్లవారిఖంద్రిక,authoritative,592746,524121,,
Andhra Pradesh,Kurnool,511,Kowthalam,5252,Nadichagi,నడిచాగి,authoritative,593779,518333,,
Andhra Pradesh,Annamayya,753,Sodam,5394,Nadigadda,నడిగడ్డ,authoritative,596169,517123,,
Andhra Pradesh,Annamayya,753,Mulakalacheruvu,5367,Nadigaddathimmanapalle,నడిగడ్డతిమ్మనపల్లె,transliterated,595613,517390,,
Andhra Pradesh,Kurnool,511,Nandavaram,5255,Nadikhairavadi,నడిఖైరవాడి,authoritative,593843,518345,,
Andhra Pradesh,Palnadu,751,Dachepalli,5045,Nadikudi,నడికుడి,authoritative,589857,522414,,
Andhra Pradesh,Markapuram,790,Cumbum,5117,Nadim Palle,నడిం పల్లె,transliterated,590893,523333,,
Andhra Pradesh,Ntr,749,Tiruvuru,4997,Nadim Tiruvuru (Ct),నడిం తిరువూరు (సీటీ),transliterated,588980,521235,,
Andhra Pradesh,Annamayya,753,Kalakada,5371,Nadimicherla,నడిమిచెర్ల,authoritative,595659,517305,,
Andhra Pradesh,Parvathipuram Manyam,743,Veeraghattam,4769,Nadimikella,నడిమికెల్ల,authoritative,579922,532460,,
Andhra Pradesh,Annamayya,753,Gurramkonda,5370,Nadimikhandriga,నదిమిఖండ్రిగ,authoritative,595645,517305,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Nadimipalem,నడిమిపాలెం,transliterated,585373,531111,,
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Nadimivada,నడిమివాడ,transliterated,583731,531040,,
Andhra Pradesh,Srikakulam,519,Ganguvarisigadam,4797,Nadimivalasa,నడిమివలస,authoritative,581365,532148,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Nadimivalasa,నడిమివలస,authoritative,584176,535273,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Nadimiveedhi,నడిమివీధి,transliterated,583497,531040,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Nadimiveedhi,నదిమివీధి,transliterated,585407,531133,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nadimpalem,నడింపాలెం,authoritative,585612,531087,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nadimpalem,నడింపాలెం,authoritative,585642,531087,,
Andhra Pradesh,Polavaram,791,Addateegala,4887,Nadimpalem,నడింపాలెం,authoritative,586790,533483,,
Andhra Pradesh,Guntur,506,Prathipadu,5081,Nadimpalem,నడింపాలెం,authoritative,590327,522019,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nadimpalem,నడింపాలెం,authoritative,912630,531087,,
Andhra Pradesh,Bapatla,750,Cherukupalli,5090,Nadimpalle,నడింపల్లె,authoritative,590441,522259,,
Andhra Pradesh,Tirupati,752,Dakkili,5186,Nadimpalle,నడింపల్లె,authoritative,592292,524404,,
Andhra Pradesh,Sri Sathya Sai,754,Somandepalli,5363,Nadimpalle,నడింపల్లె,authoritative,595550,515122,,
Andhra Pradesh,Chittoor,503,Yadamarri,5430,Nadimpalle,నడింపల్లె,authoritative,597060,517422,,
Andhra Pradesh,Chittoor,503,Kuppam,5427,Nadimur,నడిమూరు,authoritative,596955,517425,,
Andhra Pradesh,Vizianagaram,521,Poosapatirega,4838,Nadipalle,నడిపల్లి,authoritative,583183,535213,,
Andhra Pradesh,West Godavari,523,Penugonda,4980,Nadipudi,నడిపూడి,authoritative,588686,534326,,
Andhra Pradesh,Parvathipuram Manyam,743,Veeraghattam,4769,Nadukuru,నడుకూరు,authoritative,579920,532460,,
Andhra Pradesh,Eluru,748,Pedavegi,4964,Nadupalle,నడుపల్లె,transliterated,588380,534475,,
Andhra Pradesh,Srikakulam,519,Nandigam,4782,Nadupuram,నడుపురం,transliterated,580656,532218,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Nadupuru,నడుపూరు,authoritative,582847,535280,,
Andhra Pradesh,Krishna,510,Pedana,5030,Nadupuru,నడుపూరు,authoritative,589648,521366,,
Andhra Pradesh,East Godavari,505,Rayavaram,4921,Nadurubada,నాదురుబాద,authoritative,587586,533256,,
Andhra Pradesh,Kurnool,511,Nandavaram,5255,Nagaladinne,నాగలదిన్నె,authoritative,593855,518343,,
Andhra Pradesh,Ananthapuramu,502,D.Hirehal,5304,Nagalapuram,"నాగలాపురం,",authoritative,594652,515871,,
Andhra Pradesh,Ananthapuramu,502,Peddavaduguru,5311,Nagalapuram,"నాగలాపురం,",authoritative,594779,515405,,
Andhra Pradesh,Tirupati,752,Nagalapuram,5403,Nagalapuram,"నాగలాపురం,",authoritative,596345,517589,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Nagallavalasa,నాగల్లవలస,transliterated,582863,535217,,
Andhra Pradesh,Nandyal,755,Midthur,5267,Nagalooty,నాగలూటి,authoritative,594002,518405,,
Andhra Pradesh,Nandyal,755,Atmakur,5265,Nagalooty Gudum,నాగలూటి గుడుం,transliterated,593988,518442,,
Andhra Pradesh,Polavaram,791,Gurthedu,7562,Nagalova,నాగలోవా,transliterated,586656,533483,,
Andhra Pradesh,Sri Sathya Sai,754,Penukonda,5356,Nagalur,నాగలూరు,authoritative,595433,515124,,
Andhra Pradesh,Y.S.R. Kadapa,504,Kondapuram,5199,Nagamalla Dinne,నాగమల్ల దిన్నె,transliterated,592794,516474,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Buchireddipalem,5170,Nagamambapuram,నాగమాంబాపురం,authoritative,591916,524366,,
Andhra Pradesh,Prakasam,517,Thallur,5121,Nagambhotla Palem,నాగంభొట్లపాలెం,authoritative,591002,523264,,
Andhra Pradesh,Tirupati,752,Pakala,5396,Nagamma Agraharam,నాగమ్మ అగ్రహారం,transliterated,596200,517112,,
Andhra Pradesh,Srikakulam,519,Laveru,4804,Nagampalem,నాగంపాలెం,authoritative,581624,532407,,
Andhra Pradesh,Eluru,748,Buttayagudem,4948,Nagampalem,నాగంపాలెం,authoritative,588047,534448,,
Andhra Pradesh,Eluru,748,Polavaram,4949,Nagampalem,నాగంపాలెం,authoritative,588103,534318,,
Andhra Pradesh,East Godavari,505,Seethanagaram,4896,Nagampalle,నాగంపల్లి,authoritative,587211,533290,,
Andhra Pradesh,Markapuram,790,Konakanamitla,5119,Nagampalle,నాగంపల్లి,authoritative,590949,523246,,
Andhra Pradesh,Tirupati,752,Yerpedu,5377,Nagampalle,నాగంపల్లి,authoritative,595783,517619,,
Andhra Pradesh,Eluru,748,Nidamarru,4968,Naganamilli,నాగనమిల్లి,transliterated,588477,521324,,
Andhra Pradesh,Kurnool,511,Adoni-2,7563,Naganathana Halli,నాగనాథన హళ్లి,authoritative,594092,518308,,
Andhra Pradesh,Bapatla,750,Inkollu,5110,Nagandla,నాగండ్ల,authoritative,590735,523190,,
Andhra Pradesh,Anakapalli,744,Golugonda,4853,Nagannadorapalem,నాగన్నదొరపాలెం,transliterated,585766,531084,,
Andhra Pradesh,Tirupati,752,Chandragiri,5384,Nagapatla,నాగపట్ల,transliterated,596022,517102,,
Andhra Pradesh,Krishna,510,Pedaparupudi,5022,Nagapuram,నగపురం,transliterated,909990,521263,,
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Nagara,నగర,transliterated,581984,535524,,
Andhra Pradesh,Kurnool,511,Chippagiri,5291,Nagaradona,నగరదోన,authoritative,594424,518396,,
Andhra Pradesh,Markapuram,790,Konakanamitla,5119,Nagaraju Gunta,నాగరాజుగుంట,authoritative,590929,523241,,
Andhra Pradesh,Chittoor,503,Nagari,5406,Nagarajukuppam,నాగరాజుకుప్పం,authoritative,596399,517590,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Marripadu,5163,Nagarajupadu,నాగరాజపాడు,authoritative,591792,524230,,
Andhra Pradesh,Y.S.R. Kadapa,504,Peddamudiam,5201,Nagarajupalle,నాగరాజుపల్లె,authoritative,592869,516434,,
Andhra Pradesh,Y.S.R. Kadapa,504,Kadapa,5230,Nagarajupeta,నాగరాజుపేట,transliterated,930469,516001,,
Andhra Pradesh,Kurnool,511,Holagunda,5272,Nagarakanvi,నాగరకన్వి,authoritative,594119,518346,,
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Nagarakuntubai,నగరకుంటుబాయి,transliterated,582011,535524,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Mamidikuduru,4936,Nagaram,నగరం,authoritative,587817,533247,,
Andhra Pradesh,Bapatla,750,Nagaram,5095,Nagaram,నగరం,authoritative,590490,522268,,
Andhra Pradesh,Srikakulam,519,Vajrapukotturu,4781,Nagarampalle,నగరంపల్లె,transliterated,580528,532222,,
Andhra Pradesh,Sri Sathya Sai,754,Mudigubba,5339,Nagareddipalle,నాగారెడ్డిపల్లె,authoritative,595207,515501,,
Andhra Pradesh,Chittoor,503,Nagari,5406,Nagari,నగరి,authoritative,930510,517590,,
Andhra Pradesh,Srikakulam,519,Jalumuru,4792,Nagarikatakam,నగరికటకం,authoritative,581101,532428,,
Andhra Pradesh,Kurnool,511,Aspari,5275,Nagarur,నగరూరు,authoritative,594181,518347,,
Andhra Pradesh,Ananthapuramu,502,Yadiki,5312,Nagarur,నగరూరు,authoritative,594788,515455,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Kaligiri,5160,Nagasamudram,నాగసముద్రం,authoritative,591744,524224,,
Andhra Pradesh,Ananthapuramu,502,Guntakal,5309,Nagasamudram,నాగసముద్రం,authoritative,594736,515401,,
Andhra Pradesh,Sri Sathya Sai,754,Chennekothapalli,5347,Nagasamudram,నాగసముద్రం,authoritative,595311,515101,,
Andhra Pradesh,Y.S.R. Kadapa,504,Khajipeta,5212,Nagasanipalle,నాగసానిపల్లె,authoritative,593088,516172,,
Andhra Pradesh,Nandyal,755,Nandikotkur,5260,Nagatoor,నాగటూర్,transliterated,593928,518401,,
Andhra Pradesh,Anakapalli,744,Munagapaka,4877,Nagavaram,నాగవరం,authoritative,586375,531033,,
Andhra Pradesh,Krishna,510,Gudlavalleru,5029,Nagavaram,నాగవరం,authoritative,589617,521331,,
Andhra Pradesh,Tirupati,752,Chitvel,5245,Nagavaram,నాగవరం,authoritative,593645,516104,,
Andhra Pradesh,Krishna,510,Unguturu,5013,Nagavarappadu,నాగవరప్పాడు,authoritative,589259,521312,,
Andhra Pradesh,Krishna,510,Gudivada,5021,Nagavarappadu Urban,నాగవరప్పాడు అర్బన్,transliterated,929841,521301,,
Andhra Pradesh,Tirupati,752,Dakkili,5186,Nagavolu,నాగవోలు,transliterated,592309,524134,,
Andhra Pradesh,Krishna,510,Nagayalanka,5038,Nagayalanka,నాగాయలంక,authoritative,589778,521120,,
Andhra Pradesh,Krishna,510,Mopidevi,5036,Nagayatippa,నాగాయతిప్ప,transliterated,589762,521125,,
Andhra Pradesh,Anakapalli,744,Devarapalli,4859,Nagayyapeta,నాగయ్యపేట,authoritative,585973,531030,,
Andhra Pradesh,Markapuram,790,Tarlupadu,5118,Nagendla Mudupu,నగెంద్ల ముదుపు,transliterated,590916,523371,,
Andhra Pradesh,Sri Sathya Sai,754,Somandepalli,5363,Naginayanicheruvu,నాగినాయనిచెరువు,authoritative,595540,515122,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Marripadu,5163,Naginenigunta,నాగినేనిగుంట,authoritative,591799,524230,,
Andhra Pradesh,Markapuram,790,Komarolu,5134,Nagireddipalle,నాగిరెడ్డిపల్లె,authoritative,591204,523356,,
Andhra Pradesh,Ananthapuramu,502,Rayadurg,5305,Nagireddipalle,నాగిరెడ్డిపల్లె,authoritative,594670,515867,,
Andhra Pradesh,Chittoor,503,Peddapanjani,5416,Nagireddipalle,నాగిరెడ్డిపల్లె,authoritative,596577,517408,,
Andhra Pradesh,Y.S.R. Kadapa,504,Nandalur,5243,Nagireddipalle (Ct),నాగిరెడ్డిపల్లె (సీటీ),transliterated,593597,516150,,
Andhra Pradesh,Markapuram,790,Veligandla,5135,Nagireddy Palle,నాగిరెడ్డిపల్లి,authoritative,591249,523223,,
Andhra Pradesh,Y.S.R. Kadapa,504,Peddamudiam,5201,Nagireddypalle,నాగిరెడ్డిపల్లె,transliterated,592861,516432,,
Andhra Pradesh,Tirupati,752,Chitvel,5245,Nagiripadu,నగిరిపాడు,authoritative,593639,516104,,
Andhra Pradesh,Y.S.R. Kadapa,504,Brahmamgarimattam,5205,Nagisettipalle,నాగిసెట్టిపల్లె,authoritative,592958,516503,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Nagraharam,నగ్రహరమ్,transliterated,585365,531111,,
Andhra Pradesh,East Godavari,505,Kapileswarapuram,4928,Nagula Cheruvu,నాగుల చెరువు,transliterated,912448,533305,,
Andhra Pradesh,Eluru,748,Denduluru,4967,Naguladevunipadu,నాగులదేవునిపాడు,authoritative,588453,534450,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Nagulagondi,నాగులగొంది,authoritative,585282,531111,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Atmakur,5164,Nagulapadu,నాగులపాడు,authoritative,591819,524322,,
Andhra Pradesh,Tirupati,752,Dakkili,5186,Nagulapadu,నాగులపాడు,authoritative,592305,524134,,
Andhra Pradesh,Kakinada,746,U.Kothapalli,4912,Nagulapalle,ఎం.నాగుల పల్లి,authoritative,587479,533447,,
Andhra Pradesh,Palnadu,751,Macherla,5040,Nagulavaram,నాగులవరం,authoritative,589800,522426,,
Andhra Pradesh,Palnadu,751,Vinukonda,5062,Nagulavaram,నాగులవరం,authoritative,590089,522649,,
Andhra Pradesh,Markapuram,790,Chandra Sekhara Puram,5145,Nagulavaram,నాగులవరం,authoritative,591461,523112,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Chejerla,5172,Nagulavellaturu,నాగులవెల్లటూరు,authoritative,591949,524343,,
Andhra Pradesh,Parvathipuram Manyam,743,Makkuva,4813,Nagulladabba Gadda,నాగుళ్లదబ్బా గడ్డ,transliterated,582197,535547,,
Andhra Pradesh,Prakasam,517,Naguluppala Padu,5126,Naguluppala Padu,నాగులుప్పల పాడు,transliterated,591039,523183,,
Andhra Pradesh,Ntr,749,Reddigudem,4999,Naguluru,నగులూరు,authoritative,589003,521230,,
Andhra Pradesh,Parvathipuram Manyam,743,Garugubilli,4811,Naguru,నాగూరు,authoritative,582112,535463,,
Andhra Pradesh,Y.S.R. Kadapa,504,Vempalli,5233,Naguru,నాగూరు,authoritative,593453,516350,,
Andhra Pradesh,Markapuram,790,Yerragondapalem,5097,Naidakka Cherla,నైదక్క చెర్ల,transliterated,590533,523327,,
Andhra Pradesh,Tirupati,752,Balayapalli,5188,Naiducheruvu Khandrika,నైదుచెరువు ఖండ్రిక,transliterated,592408,524404,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Kodavalur,5169,Naidupalem,నాయుడుపాలెం,authoritative,591908,524316,,
Andhra Pradesh,Tirupati,752,Dakkili,5186,Naidupalem,నాయుడుపాలెం,authoritative,592297,524134,,
Andhra Pradesh,Srikakulam,519,Meliaputti,4774,Naidupoluru,నైదుపోలూరు,transliterated,580246,532215,,
Andhra Pradesh,Srikakulam,519,Ganguvarisigadam,4797,Naiduvalasa,నైదువలస,transliterated,581337,532148,,
Andhra Pradesh,Vizianagaram,521,Ramabhadrapuram,4819,Naiduvalasa,నైదువలస,transliterated,582505,535578,,
Andhra Pradesh,Srikakulam,519,Srikakulam,4802,Naira,నైరా,authoritative,581530,532187,,
Andhra Pradesh,Vizianagaram,521,Regidi Amadalavalasa,4786,Nairalu Valasa,నైరాలు వలస,transliterated,580843,532122,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Chillakur,5190,Nakkalakalva Khandrika,నక్కలకాల్వ ఖండ్రిక,transliterated,592489,524412,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Nakkalamamidi,నక్కలమామిడి,transliterated,584317,531030,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nakkalapadu,నక్కలపాడు,transliterated,585593,531087,,
Andhra Pradesh,Polavaram,791,Y. Ramavaram,4886,Nakkalapadu,నక్కలపాడు,transliterated,586778,533428,,
Andhra Pradesh,Sri Sathya Sai,754,Hindupur,5364,Nakkalapalle,నక్కలపల్లె,transliterated,595559,515211,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Nakkalapeta,నక్కలపెట,authoritative,582850,535220,,
Andhra Pradesh,Alluri Sitharama Raju,745,Hukumpeta,4846,Nakkalaputtu,నక్కలపుట్టు,transliterated,584440,531077,,
Andhra Pradesh,Anakapalli,744,Rambilli,4883,Nakkapalem,నక్కపాలెం,transliterated,586511,531011,,
Andhra Pradesh,Srikakulam,519,Ganguvarisigadam,4797,Nakkapeta,నక్కపేట,authoritative,581353,532168,,
Andhra Pradesh,Parvathipuram Manyam,743,Palakonda,4784,Nakkapetaparapuram,నక్కపేటపరపురం,transliterated,580743,532440,,
Andhra Pradesh,Polavaram,791,Y. Ramavaram,4886,Nakkarathipalem,నక్కరాతిపాలెం,transliterated,586727,533428,,
Andhra Pradesh,Y.S.R. Kadapa,504,Mylavaram,5200,Nakkavanipalle,నక్కవానిపల్లె,authoritative,592831,516432,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Sydapuram,5185,Nalabotlapalle,నలబొట్లపల్లె,transliterated,592264,524409,,
Andhra Pradesh,Prakasam,517,Voletivaripalem,5147,Naladalapur,నలదలపూరు,authoritative,591523,523113,,
Andhra Pradesh,Chittoor,503,Bangarupalem,5429,Nalagampalle,నలగంపల్లె,authoritative,597020,517416,,
Andhra Pradesh,Markapuram,790,Chandra Sekhara Puram,5145,Nalajanam Padu,నలజనం పాడు,transliterated,591474,523108,,
Andhra Pradesh,Kurnool,511,Pattikonda,5290,Nalakadoddi,నలకదొడ్డి,authoritative,594411,518380,,
Andhra Pradesh,Chittoor,503,Thavanampalle,5418,Nalisettipalle,నలిసెట్టిపల్లె,authoritative,596619,517129,,
Andhra Pradesh,Markapuram,790,Dornala,5100,Nalla Guntla Gudem,నల్ల గుంట్ల గుడెం,transliterated,590597,523331,,
Andhra Pradesh,Y.S.R. Kadapa,504,Muddanur,5216,Nallaballe,నల్లబల్లె,transliterated,593172,516380,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nallabilli,నల్లబిల్లి కాశీపతిరాజపురం,authoritative,585570,531087,,
Andhra Pradesh,Vizianagaram,521,Vepada,4832,Nallabilli Kasipathirajapuram,నల్లబిల్లి కాశీపతిరాజపురం,transliterated,583007,535281,,
Andhra Pradesh,Srikakulam,519,Pathapatnam,4773,Nallabonthu,నల్లబొంతు,transliterated,580134,532213,,
Andhra Pradesh,Kurnool,511,Devanakonda,5276,Nallachelimal,నల్లచెలిమల,authoritative,594202,518465,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Nallacheruvu,నల్లచెరువు,authoritative,582843,535220,,
Andhra Pradesh,Sri Sathya Sai,754,Nallachervu,5359,Nallacheruvu,నల్లచెరువు,authoritative,595475,515551,,
Andhra Pradesh,Y.S.R. Kadapa,504,Vemula,5220,Nallacheruvupalle,నల్లచెరువుపల్లె,authoritative,593232,516421,,
Andhra Pradesh,Markapuram,790,Hanumanthuni Padu,5130,Nallagandla,నల్లగండ్ల,authoritative,591130,523228,,
Andhra Pradesh,Palnadu,751,Rompicharla,5066,Nallagarlapadu,నల్లగార్లపాడు,transliterated,590136,522615,,
Andhra Pradesh,Nandyal,755,Allagadda,5298,Nallagatla,నల్లగట్ల,authoritative,594532,518543,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nallagonda,నల్లగొండ,authoritative,585616,531087,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Nallagonda,నల్లగొండ,authoritative,585645,531087,,
Andhra Pradesh,Polavaram,791,Rampachodavaram,4895,Nallagonda,నల్లగొండ,authoritative,587167,533284,,
Andhra Pradesh,East Godavari,505,Seethanagaram,4896,Nallagonda,నల్లగొండ,authoritative,587212,533290,,
Andhra Pradesh,Markapuram,790,Dornala,5100,Nallaguntla,నల్లగుంట్ల,authoritative,590596,523331,,
